Probability_falling,Probability_falling_rapidly,Probability_rising,Probability_rising_rapidly,Probability_stable
6.906072641547599e-14,8.376582620881067e-25,0.04539268744916159,0.954606397450208,9.151005614648724e-07
0.9748047078005174,0.007804315805689508,1.6230786248740602e-06,5.422369032131236e-13,0.017389353314625922
0.6978252971827827,0.0003697892656848289,0.0005670110970735642,1.530679094185147e-09,0.30123790092377967
0.9676600206661482,0.010080229342695179,1.45351768871132e-06,3.995716071849363e-13,0.02225829647306856
0.9674343634791636,0.006157705206593171,1.9486494272891496e-06,6.142188277126701e-13,0.02640598266420178
0.026850781280687637,3.1207988803785156e-07,0.11447494443336474,7.317199404310787e-06,0.8586666450066552
0.006814931596316514,1.0075345562719263e-08,0.2759567714099601,0.0001451819988519441,0.7170831049195259
5.353549550745655e-07,0.999999464645045,8.327704646115673e-29,1.4014165731844198e-42,9.709316479384758e-17
4.711612881304727e-17,3.6454605951021737e-29,0.006086772577905182,0.9939132156307166,1.179137835321004e-08
7.176290890004283e-05,4.955938661415839e-12,0.8501849071109744,0.005694966753190047,0.14404836322197945
5.913166602942825e-35,1.9205354821023422e-53,1.4662271411131394e-08,0.9999999853377286,1.930162270592399e-20
2.201962366923098e-15,6.429836489910534e-27,0.01891407461073041,0.9810857991560725,1.2623319483369112e-07
0.660990342934858,0.00040038254878388256,0.0004296018455893809,2.3226742836407555e-09,0.3381796703480945
0.9504013288367414,0.0042592617082275784,6.0916731385247964e-06,2.780623875052759e-12,0.04533331777911183
4.874222476741176e-10,0.9999999995125777,6.303205074458215e-38,1.0962812356940593e-54,8.828631734759563e-23
1.961737877496986e-42,1.8956526869965053e-63,5.409891379009756e-11,0.999999999945901,2.2858672933967337e-25
6.67806580940194e-17,5.000954370759098e-29,0.0067665853735137055,0.9932334023736236,1.2252862802670106e-08
0.8651682173355186,0.133805118650329,6.733890480211236e-09,1.8355900887271717e-16,0.0010266572802616984
0.013768793231329766,4.729298111670295e-08,0.20404203559349518,5.0324522102646626e-05,0.7821387993600913
2.26825205527941e-13,2.9098657852886753e-24,0.0647828892840127,0.9352140590911063,3.0516246542457336e-06
0.9707873308297241,0.0076565149969417,2.303170683374357e-06,1.1428282166889338e-12,0.021553851001507855
0.7304014241364876,0.0002738260837389111,0.00026547702815993084,6.873572379736041e-10,0.26905927206425634
0.010526846782123614,2.6213840006608747e-08,0.21869276058684903,0.00011570284106244045,0.7706646635761251
2.062286368591851e-07,7.209249871815556e-16,0.9116624038185424,0.07898008755279984,0.009357302400019987
6.946309402707063e-07,0.9999993053690595,1.4937032284113751e-28,3.9646704399437455e-42,1.178087764858719e-16
0.9738644261808301,0.007838074396510691,1.3228564683315386e-06,3.145747056121798e-13,0.01829617656587611
0.22687844527560147,0.7731056442943263,6.117826552784686e-12,7.947358303965145e-21,1.5910423954630298e-05
7.525804330177105e-05,6.998965608834384e-12,0.8101972268687463,0.004738343989254168,0.1849891710916989
1.2225436990366209e-08,1.3408900338216528e-17,0.8069123930154968,0.1912946395563143,0.0017929552027521004
4.29226010261559e-10,9.177070370600254e-20,0.4727123019847131,0.526989774348756,0.00029792323730483953
7.974678723321228e-09,8.64227876106494e-18,0.7310165665963181,0.2679292530300137,0.0010541723989894657
0.24829861280500318,0.7516847645739096,4.722547513647114e-12,7.489219282085147e-21,1.662261636463479e-05
1.9028176177500321e-07,9.001110819752895e-16,0.8912144016947576,0.10237930107301474,0.006406106950464863
0.7149123887939841,0.00039468362534927464,0.0004154429597103768,1.1034937986501606e-09,0.28427748351746224
4.3198376529798385e-35,1.6784858777555282e-53,1.4748616976662001e-08,0.999999985251383,1.8658018795158046e-20
0.005365909165746877,8.508088487329015e-09,0.24948165361436048,0.00011334727647382217,0.7450390814353303
0.9669105233992408,0.008624175177522408,2.598054073393599e-06,7.050014530774263e-13,0.024462703368458433
0.033296382710103684,1.9410766263104754e-07,0.07731876766395465,1.123024633092314e-05,0.8893734252719482
0.0007649057330751015,2.4137837885871225e-10,0.6089314537786554,0.0014019879358478102,0.38890165231104334
2.2384679240974567e-07,1.1293065609826194e-15,0.8917832177810265,0.09932886966393538,0.008887688708244627
5.947577285908357e-35,2.559466267008477e-53,1.3101147915763283e-08,0.9999999868988521,2.3451538663712296e-20
0.0065539285508163765,8.032096731325619e-09,0.28898631982519424,0.0002601509044541265,0.7041995926874386
0.006128783931041458,8.086494387354375e-09,0.2577507898238826,0.00013789606600881808,0.7359825220925726
0.005534866833723062,7.320688459931666e-09,0.28558354414857423,0.0001702811062066126,0.7087113005908076
7.231240231346351e-17,3.9307299254901614e-29,0.005964990723908629,0.9940349931870696,1.608902178285441e-08
3.1326030384900307e-10,6.678170834002901e-20,0.45569267293141025,0.5440851619658904,0.00022216478943901547
0.21794419481768815,0.7820315971537489,6.33538559442123e-12,1.0462476927534729e-20,2.4208022227442708e-05
0.9226301511415963,0.002158951910614139,2.3853919439980813e-05,1.713461826388337e-11,0.07518704301121483
2.8544023832000557e-11,0.9999999999714559,1.3648503267709275e-41,3.2462419207484254e-59,2.122910516312564e-25
0.9714736264202514,0.006477849414839931,1.0486513907522109e-06,2.4723380109929034e-13,0.022047475513270635
4.182869619695901e-09,0.9999999958171304,8.386683911154191e-35,1.4112862411730276e-49,1.5326246585724868e-20
0.7287791731192363,0.00033686691971681265,0.0003771173863088889,9.941395107991559e-10,0.27050684158059846
4.956489851811975e-05,0.9999504351009043,3.1926797763328946e-23,2.0019851855501846e-35,5.774126447383937e-13
0.9768129783017598,0.006865864061797455,1.6024568168993366e-06,6.499849743573715e-13,0.016319555178975802
0.247448829670921,0.7525349621964648,3.2550946423818336e-12,4.451626422048378e-21,1.6208129359097552e-05
0.8460529387290803,0.15283063421509205,7.629036076502834e-09,1.3959820410161256e-16,0.0011164194267914524
0.9731904151285719,0.007994242674771553,2.4559700121023397e-06,7.231405959966379e-13,0.01881288622592159
2.5343700389549657e-24,5.179607589027188e-39,2.6450631132763716e-05,0.9999735493687029,1.6424302876856264e-13
5.295371290268792e-05,4.7224859950520355e-12,0.8596783716385523,0.00898783050447223,0.1312808441393501
0.7150227226019937,0.00034178927180342894,0.00032550945297777365,1.2420207114539909e-09,0.2843099774312042
5.331035502695484e-05,8.080381811023343e-12,0.846921188409215,0.003892100377273458,0.14913340085040422
5.072382806357689e-05,0.9999492761713835,3.353999494315987e-23,2.1793213169356645e-35,5.52843540103965e-13
0.13520117350113792,3.6996435454584392e-06,0.025328632657306224,8.808517509444501e-07,0.8394656133462594
5.088199785552902e-24,9.959976518346593e-39,4.03145195087891e-05,0.9999596854801615,3.2962968115574134e-13
0.10689929036016631,3.0506131907307394e-06,0.0142002767030275,5.566754235861377e-07,0.8788968256481918
1.674997830478054e-24,3.3221461103155385e-39,2.4599121095180578e-05,0.9999754008788014,1.0329362448243348e-13
3.904817209608469e-06,7.279459028938477e-14,0.9403850230213983,0.024932300153944358,0.03467877200737484
0.3650511051286482,5.322092581732006e-05,0.003689291924002878,4.404444623342778e-08,0.6312063379770855
0.005575276883789235,6.806458968407635e-09,0.21711505860238836,0.0001077980276106021,0.7772018596797529
0.07782696405685964,0.9221717452862547,1.0838454912142263e-13,6.269454685276906e-23,1.2906567774530754e-06
0.013551084532044712,5.918036826808818e-08,0.14980096416323238,3.4841676765726177e-05,0.8366130504475888
0.006029356866484958,8.544363992494863e-09,0.282045700531715,0.00016617941402665147,0.7117587546434094
4.070671889950589e-05,3.152685682593109e-12,0.8934086553298147,0.006290933018731882,0.10025970492940099
2.7830675338807342e-06,0.9999972169324646,5.9548087131797674e-27,2.298230125707556e-40,1.5740124240483001e-15
0.11898754305976088,2.9223292535901614e-06,0.02169411482948689,1.1484852065880103e-06,0.859314271296292
1.9302556987453427e-13,2.3056264643676857e-24,0.0625706581791428,0.9374270828187663,2.2590018979201788e-06
0.0427538709257135,4.399278446300454e-07,0.06325806994530378,7.122299364676085e-06,0.8939804969017733
3.401344161604597e-17,2.4301372104332804e-29,0.003942636377481658,0.9960573574570755,6.1654428334973115e-09
4.93167526064516e-05,3.4892020518768365e-12,0.8766482229354774,0.007044610954145187,0.11625784935428184
0.8296478906970683,0.16940532714964204,3.744286622352204e-09,7.559501716901748e-17,0.0009467784090029805
0.9563912026196836,0.004883818585264877,4.909872149354139e-06,2.3282888539051727e-12,0.03872006892057393
0.025892425503261637,1.5423845710551518e-07,0.09834708611499715,2.3537606308253497e-05,0.8757367965369759
7.529792903114584e-09,0.9999999924702071,2.746679163886506e-34,8.025095740331817e-50,1.7199442397464917e-20
2.1835991742297076e-20,6.538192745945328e-34,0.0004964628996977586,0.9995035370168832,8.341893320263105e-11
0.3262471265888478,0.673732528303886,9.606453122305968e-12,3.7483531025013657e-20,2.034509765983667e-05
0.9044325363677017,0.0018056528357063395,4.645426776360634e-05,4.4103599063745057e-11,0.09371535648472473
0.004312801873889962,6.764474661851596e-09,0.36768611582507527,0.00023624949449024856,0.6277648260420698
5.2529742481576775e-05,0.9999474702569806,3.9964058921514713e-23,2.833425427492026e-35,5.376947076174907e-13
2.2931551607600222e-10,5.864583374786224e-20,0.4386333576660365,0.5612063978669865,0.00016024423766149132
0.005122358889159593,4.0718263754653475e-09,0.3125250194829885,0.00011368904691900831,0.6822389285091066
0.0009335610898308404,0.9990664387106672,2.85428110950182e-19,3.9880376750662564e-30,1.9950187070544366e-10
0.2547009017208113,0.7452791824638808,7.0434136979229296e-12,1.486322595002828e-20,1.991580826452443e-05
2.0247789138112063e-15,5.962232729411407e-27,0.018478834220010874,0.9815210519708856,1.1380910150865706e-07
0.879055995819919,0.11987295320734273,4.078682685083237e-09,7.44199320443607e-17,0.0010710468940554976
0.9579205485705773,0.03626333704786483,1.194157386514696e-07,6.817874263006405e-15,0.0058159949658123595
0.000898073725874524,0.9991019260761684,2.4031355312886685e-19,2.177644918836395e-30,1.979571039130498e-10
1.0294527411206136e-27,1.1684615368172501e-43,2.825771373379352e-06,0.9999971742286257,1.0048574663510257e-15
1.0915842447578683e-11,5.91515233334344e-22,0.24813590993203358,0.7518362351557553,2.7854901295370827e-05
0.9741834276406998,0.007681405375708043,1.1835770101821367e-06,4.1050992905589645e-13,0.018133983406171637
3.807146474062323e-17,2.8390855217835074e-29,0.005578275873575741,0.9944217150583027,9.068121482430028e-09
3.0322273293541307e-10,7.907743417173219e-20,0.46738205437684527,0.5323882002990348,0.00022974502089721785
0.8540230271140081,0.1449376075610327,9.360910665298106e-09,2.5449357463147704e-16,0.0010393559640484232
0.9737064394745321,0.008377457078418535,1.6669951842310536e-06,4.261755576453102e-13,0.01791443645143914
0.22390868232506997,0.7760778285956017,4.260564924510034e-12,3.916931542573629e-21,1.348907506783311e-05
5.049649626267522e-10,1.200858696825394e-19,0.4823453895241142,0.5172818817263561,0.0003727282445647376
0.25803126674329363,0.7419531190285552,5.168917552079087e-12,1.1761594062551245e-20,1.5614222982299525e-05
0.7260334329169599,0.00031974114433770993,0.0004492156228093042,2.0811887566744653e-09,0.2731976082347042
0.9134244541109816,0.0019553323201942923,2.7242883595035905e-05,2.897878654984565e-11,0.08459297065625032
1.9739181678117435e-13,3.084901376147675e-24,0.06022980616090664,0.9397678076943418,2.3861445542455967e-06
0.0168455839186747,7.036714128339889e-08,0.1276276441144988,3.240915662709475e-05,0.8554942924430581
0.9013848776744684,0.0020379340435455833,4.0265280687389206e-05,4.2142708692402125e-11,0.09653692295915593
4.6469269492051435e-05,3.588172990851429e-12,0.8744949253893907,0.006896860714481368,0.11856174462304782
0.002110114679761034,0.9978898839391606,2.439879796654112e-18,4.059809747418332e-29,1.3810784162391178e-09
0.2741797399669504,0.7257971050177432,6.008070542208625e-12,8.584247201620958e-21,2.3155009298326748e-05
4.3512969039119225e-42,4.399563236319606e-63,1.1141874715720531e-10,0.9999999998885813,5.631168403594095e-25
0.9617914561938369,0.010238108251920841,2.195978619113576e-06,6.368407040843955e-13,0.02796823957498624
2.8404895249947634e-07,1.2951487614934931e-15,0.920526782195799,0.07016444725566877,0.009308486499578515
0.020839185402550895,0.979160733488826,1.201623435815845e-15,1.600277190712706e-25,8.110862168213307e-08
0.7235910811231835,0.0004082639983542451,0.0004439022004666596,1.2979958965913411e-09,0.2755567513799998
0.22126195034576476,0.7787237386406803,4.384089008423879e-12,6.0523557350725486e-21,1.4311009170861176e-05
0.9676867307436432,0.012191958565223137,1.3664353725296562e-06,2.5677441810942324e-13,0.02011994425550443
0.0039035298606600625,0.996096466931723,1.5614467700819824e-17,4.78510598586157e-28,3.2076168646682e-09
0.7079038870589752,0.00028129836184944356,0.00027989241635529004,9.236698055177516e-10,0.2915349212391502
5.021693099006816e-21,1.8078550480094443e-34,0.000279690904349723,0.9997203090698442,2.580611385739304e-11
1.9237444205359814e-38,2.999468437991334e-58,1.3858595726443214e-09,0.9999999986141404,1.5189153622899098e-22
3.155251109487966e-07,9.889428679362607e-16,0.901722398722244,0.08542306435936636,0.012854221393277665
0.004700221521086174,8.4526341537431e-09,0.25751470842241064,0.00012173835250939917,0.7376633232513596
0.30601269364922945,0.6939651612817517,5.275676834004779e-12,7.97628727065691e-21,2.2145063743380348e-05
0.35322401580823265,3.130307657478926e-05,0.0023937809626389424,2.7182195397091657e-08,0.6443508729703582
0.14022680459595582,3.4154002285923237e-06,0.021427131568049186,1.1135552193083286e-06,0.8383415348805471
0.9691042392958645,0.013535714343709017,2.1718491171779103e-06,3.170998515400296e-13,0.017357874510992282
0.752540167020853,0.0004336855605348176,0.0004421126082681613,1.0746158399509151e-09,0.24658403373572835
0.9556137576354525,0.038615710866836635,1.3504489195730793e-07,9.4948004873501e-15,0.005770396452809178
1.77244842363448e-38,2.388226215660676e-58,1.0021811592040684e-09,0.9999999989978188,1.2296565978162435e-22
2.0035362065213284e-13,2.9201764019534812e-24,0.07789725380244726,0.9221006106188999,2.1355784525243105e-06
0.9759733736444556,0.008124435290393408,1.838323223007337e-06,5.482146820379995e-13,0.01590035274137976
6.870169390088758e-35,2.0568652509498308e-53,1.835488118305667e-08,0.9999999816451187,3.0630008023690675e-20
5.609468180404227e-10,1.5243411301679947e-19,0.5537860033558937,0.44593535690039354,0.00027863918276584647
1.6305100854871273e-07,0.9999998369489914,6.879531556322823e-31,1.0507009241128887e-44,1.3515625484783984e-17
5.6092870207528836e-05,4.73405095839097e-12,0.8729250405466704,0.004574381570345451,0.12244448500804261
0.966117290270602,0.004688463727334258,1.6710592371694255e-06,3.790894435353331e-13,0.0291925749424476
0.6593030570315878,0.0003274842343630887,0.00040290496395938366,1.479281100963365e-09,0.33996655229080863
0.7818730021962863,0.00041315577616015797,0.000365478906388872,9.546319319537456e-10,0.21734836216653253
1.9007697587908655e-10,4.126660287473293e-20,0.35109196588380476,0.6487661685740241,0.0001418653520941075
0.01705531806358732,0.982944598286373,1.2500974782870035e-15,1.7814110740538896e-25,8.365003836557803e-08
0.006327634777122028,9.982338492566384e-09,0.3369625445976949,0.000211103485168809,0.6564987071576758
0.005699127212039133,1.535207961623921e-08,0.28202276409459526,7.913807879468105e-05,0.7121989552624912
2.643862576234935e-10,6.364694619337365e-20,0.4649164798943592,0.5348668084934126,0.00021671134784201883
2.5458484548952173e-13,3.1075428402006064e-24,0.07175026515457437,0.9282467366880138,2.998157157382872e-06
0.31134209302280647,0.6886349924238768,5.399688804308e-12,8.742246042787352e-21,2.2914547916998324e-05
0.13970621852452295,2.2481075964753076e-06,0.013926039731048504,6.433749753530729e-07,0.8463648502618567
2.3027590798326236e-07,1.1480522250507681e-15,0.8770495013275587,0.11312543295501645,0.009824835441515673
0.0019563841024054555,9.579627041096414e-10,0.4112851702362643,0.0004869015898732086,0.5862715431134944
0.0006156483628894829,2.005101736307272e-10,0.674717552826225,0.002018924526031254,0.322647874084344
0.006149278601781526,6.093026787971627e-09,0.2504609149313173,0.00015037014044375562,0.7432394302334306
0.20964993122067072,0.7903315856428766,6.413841108568194e-12,1.4053216186522313e-20,1.84831300387851e-05
6.766576898929227e-05,2.8903939586573555e-12,0.8610274237951329,0.008545063877976426,0.13035984655501098
0.001118712431791291,0.9988812873332552,2.372838169098235e-19,2.6075116585364073e-30,2.3495356177673736e-10
0.0003989675344694524,1.0727909396339446e-10,0.7352751146246347,0.0012960252418543982,0.26302989249176234
0.778673158397112,0.00042254406041247267,0.0003407815723907017,1.1138368898514456e-09,0.2205635148562478
0.02955938469223093,1.6268521094497658e-07,0.11993590172972854,2.5783962388606063e-05,0.850478766930441
0.10645043259960156,3.584972504621292e-06,0.017852256848351837,8.102557146271543e-07,0.8756929153238274
0.11142692998101761,2.190637007434535e-06,0.018322884877355346,8.142435695830694e-07,0.8702471802610501
7.123915447891691e-05,5.4601260194127865e-12,0.882438157485381,0.00508807811275217,0.1124025252419278
0.2780226063363081,0.7219567030190369,4.697843868693229e-12,6.633350438840621e-21,2.0690639957187466e-05
3.047083877246596e-06,5.1066753153759247e-14,0.9462637116574202,0.02360568964282932,0.03012755161582214
0.006601380772268932,1.1944708142314191e-08,0.26575048669378365,0.00010693648409491329,0.7275411841051443
0.005742662921144512,8.439230740117015e-09,0.2873083205831593,0.00014247101429353456,0.7068065370421719
0.1233985311595964,3.4466720763927182e-06,0.030467455733494197,1.2665717075254576e-06,0.8461292998631255
2.0025415713534727e-17,1.2521064175377477e-29,0.0027878979310307934,0.9972120978567204,4.212248662432124e-09
5.338617521340809e-05,0.9999466138241472,4.4225615145823483e-23,2.708841817064452e-35,6.394345509694155e-13
0.8627518943433783,0.13630797013096072,5.021094800980802e-09,8.534183152924427e-17,0.0009401305045662521
0.14641319198011665,3.5824535749968705e-06,0.024169864648644207,9.613642750917044e-07,0.8294123995533891
9.733958161998583e-30,2.5293532116091124e-46,6.007056517422205e-07,0.9999993992943483,4.7169583444948516e-17
4.6441260065519905e-05,4.524344260457021e-12,0.8908181349350422,0.004138502338091417,0.10499692146227672
0.02795316472949913,1.7037270448224352e-07,0.09252448723175108,1.3358681334524993e-05,0.8795088189847109
0.9638998643714971,0.009151005564345073,1.874480293141653e-06,4.919759418955145e-13,0.02694725558337261
1.3907576834544236e-20,5.441740095757029e-34,0.0005053766493704901,0.9994946232931428,5.7486718479520607e-11
0.7469562682151727,0.00032814316096864003,0.0005089392500214789,2.196380871394386e-09,0.2522066471774564
7.114888567356719e-05,4.441569410682097e-12,0.830148002877793,0.004994822606280192,0.16478602562581163
0.006139334734899602,7.722919266708528e-09,0.27211128806217627,0.00018912168038705873,0.7215602477996178
0.9710343254927721,0.008834080299652337,1.9576784299213596e-06,5.217360841022965e-13,0.02012963652862393
0.5691281537933681,0.43075490465840577,1.5638230700042613e-10,6.502992478315399e-19,0.0001169413918437242
0.8727200121342634,0.1263697787611063,5.1264031181036205e-09,1.3201977574740115e-16,0.0009102039782270432
0.9638984326110291,0.015063141296451917,1.82389567344495e-06,2.747437815345238e-13,0.021036602196570615
7.903115932621885e-05,7.059656820188147e-12,0.8303204051781089,0.005876838438957777,0.16372372521654743
0.20434244443488797,0.7956405412865518,5.17449335071217e-12,7.134244143285746e-21,1.7014273385850105e-05
0.8460336148075223,0.1531144741891543,5.687326048070738e-09,1.0478792985182001e-16,0.0008519053159972539
1.7062132591046303e-07,0.999999829378674,1.745026394500913e-30,8.52703230627857e-45,6.5747632643549756e-18
0.8559983995662539,0.14252975025770243,6.98970058387125e-09,1.8415358017644717e-16,0.0014718431863429233
0.9615689215989235,0.03410974981968146,6.827221858201933e-08,3.7073443122579755e-15,0.004321260309172937
2.1831024237560213e-07,1.0715170693654894e-15,0.914461487855689,0.07857266327815093,0.006965630555916624
7.728853903754874e-14,1.0773136164465279e-24,0.04778956058612043,0.952209401307181,1.038106621275661e-06
0.6921655819538586,0.0002904869720002813,0.00027102964586155813,8.816436096201186e-10,0.30727290054663586
2.1306816600555106e-07,9.086563805924246e-16,0.927303758805525,0.06433974885216062,0.008356279274147343
0.10226651909753696,2.82500270643602e-06,0.0277459102813576,1.285785871859019e-06,0.8699834598325272
2.9633367414362205e-07,1.55048091224198e-15,0.710724544964088,0.2697574046626835,0.019517754039552873
7.063171863909942e-05,4.38233079045053e-12,0.8485179852939941,0.00474310035787395,0.14666828262511034
0.8653482511947277,0.13361117485680274,6.011230822101218e-09,1.1280974846124062e-16,0.0010405679372385201
0.24715781411946552,0.7528259637277902,5.660323081661884e-12,1.027137104022628e-20,1.622214708381823e-05
5.9348011551106454e-05,5.207105178988505e-12,0.8609475141323779,0.0043069568368237394,0.13468618101404006
4.253261093526279e-10,1.0952697742922232e-19,0.547342584534721,0.45240533190184784,0.00025208313810515573
0.847717768843207,0.1510267035268126,5.50194020458908e-09,1.1199718591549286e-16,0.0012555221280399229
2.0567982784447777e-07,9.907988688510677e-16,0.9214786279087995,0.07013442242814286,0.008386743983228653
6.937329887941365e-05,7.131286727950017e-12,0.8424837889495321,0.006940608365638304,0.15050622937881883
0.00516450632609362,6.8314901897376565e-09,0.3053720387400579,0.00020565078585325585,0.6892577973165052
7.255550278807794e-05,6.117168240365813e-12,0.867509607582055,0.003953010540106882,0.1284648263689329
0.9634748741779393,0.009800234043689194,2.09020123984098e-06,9.33234828597126e-13,0.026722801576198517
0.00032848518153441635,7.017797801741744e-11,0.7464375482118903,0.0019613624791773856,0.25127260405722
1.3327630237723845e-13,1.9205498814896262e-24,0.05845517770407069,0.9415426597645409,2.1625312550985726e-06
0.23151570450051892,1.4517458939342049e-05,0.005596355093002348,8.72560233978097e-08,0.7628733356915159
3.238460172530586e-05,2.6953805029021568e-12,0.91860833355293,0.009720352614058025,0.07163892922859129
4.738306855156235e-17,3.0099074584867315e-29,0.005271495670085444,0.994728495959191,8.370723500564738e-09
1.023989247261217e-20,3.920077966082597e-34,0.00040542713515900295,0.9995945728293193,3.552177432459004e-11
0.0007027768264198443,2.4220821824001367e-10,0.641083799045246,0.0013028882912105167,0.3569105355949155
0.00040443352790818125,1.0726072959533449e-10,0.6626689582012782,0.0022039784296521495,0.3347226297339007
5.3650753479429284e-05,5.037398929161429e-12,0.8232408205758834,0.005894055675917621,0.1708114729896821
6.139216064433542e-05,0.999938607838526,4.132839440373407e-23,3.2683339726711723e-35,8.297055892130313e-13
0.005522895018641568,8.742843455676259e-09,0.29453383467180816,0.00012320526564125884,0.6998200563010656
9.292160023704369e-28,7.761549287825031e-44,2.5604649601000556e-06,0.9999974395350387,1.175452129646519e-15
6.671505828456883e-14,0.9999999999999334,3.726104141251932e-49,4.2704450120631043e-69,1.3850907001949841e-30
3.158667751888461e-10,6.975164944023847e-20,0.3975260496135421,0.6022824227852949,0.00019152728529622513
0.8659380410011099,0.0010835924855925438,4.441500531223572e-05,7.7613442385995e-11,0.13293395143037182
